Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places,
28339,New Mexico soils too dry to allow any runoff to boost water levels in reservoirs,04/29/2013,04/25/2013, ,"Santa Rosa Lake on the Pecos River did not benefit from winter snow, which has melted, but did not increase the water level of the lake, according to an employee with the U.S. Bureau of Reclamation.  In other parts of New Mexico too, stream flow did not increase because the soils were too dry to allow any runoff, noted a federal snow surveyor.  Albuquerque Journal (N.M.), April 25, 2013",Water Supply & Quality,New Mexico,
28234,"Smoking, open fires and fireworks not allowed on state owned lands in New Mexico",03/27/2013,03/25/2013, ,"Smoking, open fires and fireworks were not allowed on state owned lands in New Mexico because drought and strong winds have elevated the fire danger.   The New Mexico Land Offices oversees 9 million acres of land belonging to the state and 13 million acres of subsurface rights to oil, natural gas and minerals.  Santa Fe New Mexican (N.M.), March 26, 2013","Fire, Relief, Response & Restrictions",New Mexico,
29986,"More farmers in Eddy County, New Mexico selling water to oil and gas industry",01/31/2014,01/29/2013,01/29/2014,"The Office of the State Engineer has received more water permit applications in the last year, leading to a backlog as those with a water rights claim apply to transfer it from agricultural use to commercial use.  Agricultural endeavors have not been so lucrative during the recent years of drought in Eddy County, and farmers can make more money by selling their water to the oil and gas industry for hydraulic fracturing.  There have also been more applications for drilling supplemental wells, deepen existing wells or drill a new well.Carlsbad Current-Argus (N.M.), Jan. 29, 2014","Agriculture, Relief, Response & Restrictions, Water Supply & Quality","New Mexico, Eddy County, NM",
29658,Drought and other factors cut the lesser prairie chicken population in New Mexico; other wildlife suffering too,09/30/2013,01/01/2013,09/27/2013,"Drought and other factors cut the lesser prairie chicken population in New Mexico by 50 percent in 2013.  The lead biologist with the New Mexico Department of Game and Fish stated that drought was the main culprit and that the birds will likely recover next year, given all of the precipitation New Mexico received this summer.  An aerial survey conducted in the spring by the Audubon New Mexico, a state environmental organization, revealed that the lesser prairie chicken population fell to 17,600 birds from 34,440.The biologist also noted that drought has cut down the populations of quail and other wildlife because there was nothing for them to eat.  Clovis News Journal (N.M.), Sept. 27, 2013",Plants & Wildlife,New Mexico,
30219,Fewer chile grown in New Mexico in 2013,03/28/2014,01/01/2013,12/31/2013,"Chile growers in New Mexico produced fewer chile due to water shortages and insufficient laborers to harvest the crop, which is done manually.  There were 65,000 tons of chile produced in the state in 2013, roughly 16 percent less than was produced in 2012 when nearly 78,000 tons of the hot pepper were grown.  Less than a decade ago, chile production exceeded 100,000 tons.Farmers planted fewer acres of chile in 2013, partly due to drought because there was not enough water.  Some farmers may have groundwater, but that is often too saline and hurts the pepper plants’ yields.  The value of the crop slipped to roughly $49.5 million in 2013, nearly $16 million less than the crop brought in 2012.Sacramento Bee (Calif.), March 27, 2014","Agriculture, Water Supply & Quality",New Mexico,
27882,"Lingering drought in New Mexico forced ranchers to continue culling their herds, raised concerns about water supplies",11/28/2012,11/19/2012, ,"Lingering drought in New Mexico forced ranchers to continue culling their herds, while some dairy and other agricultural businesses have closed their doors.  Snowpack was about half of the normal amount for this time of year, leaving agricultural interests and others uneasy.  Reservoir levels were at their lowest level also, noted a hydrologist for the Bureau of Reclamation.  In southern New Mexico, farmers have had to rely on wells since water allotments from the Rio Grande were a fraction of the contracted amount, due to low rainfall.  The state has been in drought for two years.  Carlsbad Current-Argus (N.M.), Nov. 19, 2012","Agriculture, Water Supply & Quality",New Mexico,
31199,Limitations on fireworks use recommended in New Mexico,12/16/2014,06/22/2012, ,"New Mexico Gov. Susana Martinez encouraged local governments to place limits on fireworks ahead of the Fourth of July holiday due to drought and the fire danger.  She sent a letter to mayors and county commissioners and requested that they act quickly to meet a state deadline for restricting fireworks.  The governor cited recent fires as a reason for the limitations.  ""As state leaders, we must do everything within our power to keep New Mexicans, and their families and homes, safe,"" Martinez said.The governor will again push for greater powers for state and local governments to restrict fireworks when conditions present an extreme fire risk.Farmington Daily Times (N.M.), June 22, 2012","Fire, Relief, Response & Restrictions",New Mexico,
26974,"Governor of New Mexico urged cities, counties to decide on allowing fireworks",07/05/2012,06/13/2012, ,"The governor of New Mexico urgently encouraged city and county authorities to decide before the end of the day whether they would ban fireworks in their communities.  El Paso Times (Texas), June 13, 2012","Fire, Relief, Response & Restrictions",New Mexico,
26879,"Proposed horse slaughterhouse Roswell, New Mexico to handle abandoned horses in Southwest",06/12/2012,06/06/2012, ,"A businessman in Roswell filed an application to convert his livestock slaughterhouse to a horse slaughterhouse to dispose of the many abandoned, emaciated horses roaming the drought-stricken Southwest.  Many horse owners have struggled to find and afford hay for their horses and sometimes abandon them when they see no other solution, leading to overburdening of horse rescue operations.  Horse slaughterhouses were outlawed five years ago in the U.S.  to the relief of horse owners who felt that horses should not be slaughtered and were not treated humanely in the slaughter process.  A supervisor with the New Mexico Livestock Board stated that he gets calls about suspected animal abuse daily and that horse abandonments were increasing.  Because the matter of horse slaughter is very volatile, nothing will be done with the application this year because it is an election year, the businessman was told.  Kansas City Star & KansasCity.com (Mo.), June 6, 2012","Agriculture, Plants & Wildlife, Society & Public Health","New Mexico, Roswell, NM",
31200,Fire-related restrictions were placed on New Mexico lands outside of municipalities,12/16/2014,05/31/2012, ,"Fire-related restrictions were placed on lands outside of municipalities, except for tribal and federal property, by the New Mexico Forestry Division.  Lighting fireworks, campfires and open fires was forbidden even on private lands outside a municipality.  Farmington Daily Times (N.M.), June 22, 2012","Fire, Relief, Response & Restrictions",New Mexico,
26807,Smoke advisory for New Mexicans downwind of the Gila Wilderness fire,05/30/2012,05/24/2012, ,"A smoke advisory was issued by the New Mexico Department of Health and New Mexico Environment Department for parts of New Mexico affected by smoke from the Gila Wilderness fire along the western edge of the state. Wind carried the smoke to the east, reaching Roswell and West Texas.  People with health conditions, such as asthma, emphysema and cardiovascular disease were urged to see a health care provider if their usual medications do not alleviate symptoms from the existing conditions.  Clovis News Journal (N.M.), May 24, 2012",Society & Public Health,New Mexico,
26733,Drought declaration for New Mexico,05/16/2012,05/15/2012, ,"The governor of New Mexico issued a drought declaration for the state on May 15.  The declaration will ease the way for farmers, ranchers and communities to get federal funding for drought-related expenses if the funding becomes available.  The Drought Task Force will begin meeting to assess preparation and mitigation strategies as different concerns arise.  The governor also pushed for a review of the state’s drought plan and encouraged municipalities to think about firework bans and fire restrictions.  Santa Fe New Mexican (N.M.), May 16, 2012","Agriculture, Fire, Relief, Response & Restrictions, Society & Public Health",New Mexico,
26722,New email notification system to alert residents to wildfires in New Mexico,05/15/2012,05/07/2012, ,"The governor of New Mexico and state forestry officials announced a new statewide email notification system to alert residents to wildfires.  The unprecedented wildfire season in 2011 underscored the need for better communication to save lives.  The new system works with smartphones and tablets.  Fresno Bee (Calif.), May 7, 2012","Fire, Relief, Response & Restrictions",New Mexico,
26352,The governor of New Mexico approved a bill that allows trucks to carry oversized loads of hay,02/20/2012,02/14/2012, ,"The governor of New Mexico approved a bill that allows trucks to carry oversized loads of hay with a permit since drought has left many ranchers with inadequate hay supplies.  Clovis News Journal (N.M.), Feb. 14, 2012","Agriculture, Relief, Response & Restrictions",New Mexico,
26193,Officials in New Mexico prepare for upcoming fire season,01/23/2012,01/18/2012, ,"New Mexico fire officials were preparing for an early fire season and another year of intense wildfires like the state endured in 2011.  Federal land management agencies also were ensuring that they were stocked and strategically positioned to respond to wildfires as they occur.  The U.S. Forest Service Southwestern Region scheduled a meeting for January 26 to connect vendors in preparation for the upcoming fire season.  Carlsbad Current-Argus (N.M.), Jan. 18, 2012",Fire,New Mexico,
25576,Alfalfa hay costlier for dairy producers in New Mexico,10/24/2011,10/20/2011, ,"The cost of alfalfa rose from $145 to $150 per ton in 2010 to $300 to $310 per ton in 2011 because drought reduced the availability, according to the spokesman for the Dairy Farmers of America.  He said that there was no alfalfa hay left in New Mexico and that farmers were purchasing it from Canada.  The higher prices were making it difficult for dairy farmers to feed their livestock.  Clovis New Journal (N.M.), Oct. 20, 2011",Agriculture,New Mexico,
25120,Hungry bears roving New Mexico in search of food,08/30/2011,08/27/2011, ,"Bears have been causing more problems around New Mexico as their search for scarce food brings them into contact with people.  A bear and her cub dropped in uninvited to a wedding at an upscale Taos resort two weeks ago.  A bear ate fruit from a tree in a Santa Fe neighborhood.  In Albuquerque, a bear was removed from a tree.  A bear visited the governor’s garbage cans earlier in the summer in search of a tasty morsel.  Drought has reduced the usual food supplies for bears, while wildfires have forced them to move to escape the fires.  The spokesman for the New Mexico Department of Game and Fish stated that 26 bears were trapped and relocated, while a record 147 bears were euthanized, 11 were killed by hunters and 17 bears were killed accidentally.  Scranton Times & Tribune (Pa.), Aug. 27, 2011",Plants & Wildlife,New Mexico,
25109,Drought and wildfires in New Mexico have increased number of animals needing and receiving care at the Wildlife Center in Arroyo Seco,08/29/2011,08/24/2011, ,"Drought and wildfires in New Mexico have increased the number of animals needing and receiving care at the Wildlife Center in Arroyo Seco.  Bears, fawns, coyotes, birds of prey and raccoons were among the animals being cared for at the center.  The executive director stated that one- and two-year old bears were having a particularly difficult time finding food and water and were barely surviving in the drought.  With the exceedingly dry conditions, it was not possible to relocate back into the wild, forcing the animals to stay longer at the center.  Santa Fe New Mexican (N.M.), Aug. 24, 2011",Plants & Wildlife,New Mexico,
4393,"Fireworks, open fires, smoking banned on State Trust Lands until further notice",06/27/2011,06/22/2011, ,"All fireworks, smoking and open fires were prohibited on State Trust lands in New Mexico until further notice. The trust administers 13 million acres throughout the state.","Fire, Relief, Response & Restrictions",New Mexico,
4346,New Mexico representative sought federal assistance for producers suffering pasture loss,06/21/2011,05/25/2011, ,"U.S. Rep. Steve Pearce of New Mexico sought federal assistance through the Emergency Haying and Grazing of Conservation Reserve Program for ranchers who lost pastures to drought and recent wildfires.  Carlsbad Current-Argus (N.M.), May 25, 2011","Agriculture, Relief, Response & Restrictions",New Mexico,
4041,New Mexico residents encouraged to create defensible space around structures near urban wildland interface,04/04/2011,03/24/2011, ,"New Mexico residents living near urban wildland interfaces were encouraged by the state Forestry Division to create a 30-feet buffer around all structures to make them more defensible against wildfires.  Most of the state was in drought and experiencing an increased number of wildfires.  Las Cruces Sun-News (N.M.), March 24, 2011","Fire, Relief, Response & Restrictions",New Mexico,
4438,Ranchers in New Mexico received $5 million in aid from the Farm Service Agency for the purchase of livestock feed since March,07/02/2011,03/01/2011,06/01/2011,"Ranchers in New Mexico received $5 million in aid from the Farm Service Agency for the purchase of livestock feed since March.  A program specialist with the FSA stated that the FSA anticipated offering New Mexico ranchers as much as $20 million for livestock feed in 2011.  Las Cruces Sun-News (N.M.), June 1, 2011","Agriculture, Relief, Response & Restrictions",New Mexico,
4043,"Wildfires consumed more than 100,000 acres in New Mexico since start of 2011",04/04/2011,01/01/2011,03/26/2011,"Wildfires consumed more than 100,000 acres in New Mexico since the start of 2011 as drought and winds raised the wildfire danger.  At the beginning of January, the southern third of the state was in drought, but by the end of March, nearly all of the state was in some stage of drought.  Santa Fe New Mexican, March 26, 2011",Fire,New Mexico,
4221,Large number of wildfires and acres burned in New Mexico,05/16/2011,01/01/2011,04/22/2011,"More than 350 wildfires across New Mexico charred 226,348 acres and some homes since the start of the year.  A public information officer for the New Mexico State Forestry stated that more fires than occurred last year have already burned more land than was affected by wildfires in 2010.  January through March in New Mexico were the second driest on record in the past 100 years, while some counties in the southern part of the state experienced their driest January through March time period, according to a meteorologist with the National Weather Service in Albuquerque.  Santa Fe New Mexican, April 22, 2011",Fire,New Mexico,
4267,"Wildfires consumed 315,000 acres in New Mexico",05/31/2011,01/01/2011,05/05/2011,"More than 400 wildfires charred roughly 315,000 acres in New Mexico since the beginning of 2011, according to the state forester.  Dry conditions and the elevated fire risk led a couple of national forests to enact fire restrictions and the Lincoln National Forest to close its gates to the public until the drought and fire danger eases.  Farmington Daily Times (N.M.), May 5, 2011","Fire, Relief, Response & Restrictions",New Mexico,
4280,Wildfires burned more than 490 square miles in New Mexico,06/06/2011,01/01/2011,05/09/2011,"More than 400 wildfires burned at least 490 square miles in New Mexico since the beginning of 2011.  January, February and March were the second driest for that time frame since record-keeping began.  Austin American-Statesman (Texas), May 9, 2011",Fire,New Mexico,
4397,New Mexico governor urges caution amidst high fire danger,06/27/2011,01/01/2011, ,"New Mexico Governor Susana Martinez made a plea June 22, 2011, for residents and visitors to help prevent wildfires. More restrictions were placed on public lands and firefighters battled blazes north of Santa Fe and along the border with Arizona. So far this fiscal year, she said, 791 fires, more than 640,000 acres have burned and 100 structures have been destroyed, including about 40 homes. The cost of fighting the fires is expected to exceed $15 million, she said. The Lincoln National Forest and the Santa Fe National Forest were closed.",Fire,New Mexico,
4434,Fires in New Mexico scorched more than 655 square miles since the beginning of 2011,07/02/2011,01/01/2011,05/15/2011,"Wildfires burned more than 655 square miles or more than 420,000 acres in New Mexico through mid-May, according to a study done by the University of Arizona.  The average acreage consumed by wildfires annually over the past 20 years was 375 square miles.  The fires in 2011 have far exceeded the average.  In the vicinity of Silver City, a single wildfire charred 137 square miles and was nearing containment.  Las Cruces Sun-News (N.M.), June 1, 2011",Fire,New Mexico,
25633,Smallest winter wheat crop in New Mexico since 1954,10/31/2011,01/01/2011,10/25/2011,"An estimated 95,000 acres of winter wheat were harvested in New Mexico in 2011, according to a range specialist with the New Mexico Department of Agriculture.  This meager harvest was the first time that there were fewer than 100,000 acres of winter wheat harvested since 1954.  He also stated that crop losses would be in the tens of millions of dollars.  Las Cruces Sun-News (N.M.), Oct. 25, 2011",Agriculture,New Mexico,
26456,Less than 60 percent of the crops planted in New Mexico in 2011 were harvested,03/19/2012,01/01/2011,12/31/2011,"Less than 60 percent of the crops planted in New Mexico were harvested, according to a crop production summary by the U.S. Department of Agriculture.  Houston Chronicle (Texas), March 17, 2012",Agriculture,New Mexico,
26536,High bear predation rates in New Mexico,04/06/2012,01/01/2011,12/31/2011,"About 250 bears were killed by the New Mexico Game and Fish Department during 2011, which was about ten times as many bears as are usually killed for depredation.  Bears caused more problems, leading authorities to shoot them more frequently because drought diminished the bears’ food supply, forcing them to search further for food and water.  Santa Fe New Mexican, April 4, 2012","Plants & Wildlife, Society & Public Health",New Mexico,
25898,"Drought reduced number of visitors, revenue at New Mexico ski areas",12/01/2011,11/01/2010,03/01/2011,"Drought and insufficient snow hurt visitation to ski areas in New Mexico during the 2010-2011 winter season.  Compared to the 2009-2010 winter season when almost 1 million skiers spent $541 million, visits were down 25 percent while revenue was off $155 million during the 2010-2011 winter season.","Business & Industry, Tourism & Recreation",New Mexico,
30355,Average net income per farm dropped in New Mexico,05/06/2014,01/01/2007,12/31/2011,"Drought was one of the factors in the drop in average net income per farm from 2007 through 2011, according to the 2012 Agriculture Census.  The U.S. Department of Agriculture said that farmers brought in more than $17,500 in 2007, but only $9,501 in 2011.Santa Fe New Mexican (N.M.), May 4, 2014",Agriculture,New Mexico,
18375,"Relief, Response & Restrictions impact from Media submitted on 6/6/2006",06/06/2006,05/30/2006,05/30/2006,"The Small Business Administration has declared small businesses in all New Mexico counties eligible for federal assistance, joining the USDA in declaring the state as a disaster area due to drought and wind storms. Under the SBA declaration, small businesses are eligible for low-interest Economic Injury Disaster Loans, for a maximum $1.5 million at an interest rate of 4% for as long as 30 years. The deadline for applying is Jan. 18, 2007.Impact Source:  MediaMore Information:  http://www.demingheadlight.com/apps/pbcs.dll/article?AID=/20060530/NEWS01/605300318/1001","Relief, Response & Restrictions",New Mexico,
18204,"Relief, Response & Restrictions impact from Media submitted on 5/22/2006",05/22/2006,05/22/2006,05/22/2006,"The U.S. Department of Agriculture has designated all but two New Mexico counties primary agriculture disaster areas, due to losses sustained from continued drought conditions and high winds. The two counties not desiganted primary disaster areas-- Chaves and Los Alamos-- were designated contiguous disaster areas.Impact Source:  MediaMore Information:  http://www.newschannel10.com/Global/story.asp?S=4923617","Relief, Response & Restrictions",New Mexico,
17187,Fire impact from Media submitted on 5/3/2006,05/03/2006,04/27/2006,04/27/2006,"Gov. Bill Richardson released $3 million in state funds to help with fire prevention and cleanup efforts in New Mexico.   According to thr assistant district forester for the New Mexico State Forestry Socorro District, this is the first time any action like this has been implemented statewide and validates the concerns for the fire danger in New Mexico forests.  Local fire officials have been urging the public to use caution due to extreme drought conditions.The action follows the governor's statewide fire emergency declaration last month that included $750,000 in financial resources for local governments that declare an emergency, impose fire restrictions and request assistance.Impact Source:  MediaMore Information:  http://www.scsun-news.com/apps/pbcs.dll/article?AID=/20060428/NEWS01/604280328/1081/SILVERCITY",Fire,New Mexico,
17641,"Relief, Response & Restrictions impact from Media submitted on 3/22/2006",03/22/2006,03/22/2006,03/22/2006,"The New Mexico Association of Conservation Districts in cooperation with the USDA-Natural Resources Conservation Service is establishing a Farmers and Ranchers Drought Help Desk.  The Help Desk will serve as a networking source for farmers and ranchers.  It will be a source when producers have questions or need information on resource availability.In addition, the Help Desk will be issuing weekly advisories on drought related issues that target New Mexico's farmers and ranchers, and will develop a resource database for future use in drought years.  The Help Desk is to be available until after cattle are shipped next fall.Impact Source:  MediaMore Information:  http://www.demingheadlight.com/apps/pbcs.dll/article?AID=/20060322/FEATURES/603220313/1009","Relief, Response & Restrictions",New Mexico,
17633,"Relief, Response & Restrictions impact from Media submitted on 3/18/2006",03/18/2006,03/14/2006,03/14/2006,"Gov. Bill Richardson has issued a drought declaration for the state of New Mexico. He has ordered state agencies to conserve water, and he has asked a drought task force for recommendations on conserving water. The governor calls for the state to lead by example in conserving water. He also recommends that utilities implement drought plans and that citizens, schools, businesses, and local governments conserve water.Impact Source:  MediaMore Information:  http://www.thenewmexicochannel.com/news/8029992/detail.html","Relief, Response & Restrictions",New Mexico,
17593,"Fire, Relief, Response & Restrictions impact from Media submitted on 3/12/2006",03/12/2006,03/10/2006,03/10/2006,"A chain of 9 gas stations in New Mexico, operated by Bowlin’s Travel Centers Inc., has stopped selling cigarettes because of dangerous fire conditions in the state. Company officials also plan to limit the sale of fireworks to out-of-state customers. The policies will remain in effect until conditions improve. The Doña Ana county fire marshal called the policies a “dramatic gesture of good corporate citizenship.”Impact Source:  MediaMore Information:  http://www.lcsun-news.com/apps/pbcs.dll/article?AID=/20060310/NEWS01/603100315/1001","Fire, Relief, Response & Restrictions",New Mexico,
17505,Fire impact from Media submitted on 3/6/2006,03/06/2006,03/01/2006,03/01/2006,"A grassfire burned more than 26,000 acres in New Mexico.   A small farming-and-ranching community was evacuated.Impact Source:  MediaMore Information:  http://www.nytimes.com/aponline/national/AP-Wildfire-Outlook.html?_r=1&oref=slogin",Fire,New Mexico,
18042,Fire impact from Media submitted on 5/3/2006,05/03/2006,03/01/2006,03/31/2006,"Gov. Richardson declared a statewide fire emergency.  This declaration includes $750,000 in aid for local governments that declare a fire emergency and request assistance or impose fire restrictions.Impact Source:  MediaMore Information:  http://www.scsun-news.com/apps/pbcs.dll/article?AID=/20060428/NEWS01/604280328/1081/SILVERCITY",Fire,New Mexico,
18269,Fire impact from Media submitted on 5/23/2006,05/23/2006,03/01/2006,04/30/2006,"Continued drought conditions have contributed to an increase in the severity of wildfires in New Mexico during March and April of this year. During this time, 207,108 acres have burned in the state. In comparison, the ten-year average for acres burned in New Mexico wildfires during the month of April is 19,965.Impact Source:  MediaMore Information:  http://www.abqtrib.com/albq/special/article/0,2565,ALBQ_19878_4633483,00.html",Fire,New Mexico,
16875,Fire impact from Media submitted on 1/19/2006,01/19/2006,01/18/2006,01/18/2006,"The New Mexico Governor and the U.S. Forestry Division of the Energy, Minerals and Natural Resources Department have effected a burn ban for the entire state.  It went into effect on fireworks, smoking, campfire and open-fires.The restrictions include but are not limited to:--smoking is allowed only in designated areas, within structures and in vehicles equipped with ashtrays on paved or surfaced roads.--fireworks are prohibited in all state and private wildlands outside city or tribal jurisdictions. Wildland areas include lands covered wholly or in part by timber, brush, grass, grain or other flammable vegetation. Exceptions are allowed for fire department approved public exhibits.--fires are allowed only in developed campgrounds and areas designated in writing by the New Mexico State Parks Division or the landowner. --open burning is restricted, except for open burning on croplands that are irrigated. Persons conducting burns must notify the local fire department, monitor the burn at all times, secure the burn at the end of the day, and follow state air quality rules and local ordinances.Impact Source:  MediaMore Information:  http://www.ruidosonews.com/apps/pbcs.dll/article?AID=/20060118/NEWS01/601180314/1001/NEWS01",Fire,New Mexico,
16568,Fire impact from Media submitted on 1/2/2006,01/02/2006,01/01/2006,01/01/2006,"In Hobbs, 2 dozen nursing home residents, a casino, a community college, and several neighborhoods were evacuated because of grass fires at the edge of the city. At least 4 structures burned. Fires were reported along the Texas state line; one fire covered 40,000-50,000 acres along a 20-mile line.Impact Source:  MediaMore Information:  http://www.heraldtribune.com/apps/pbcs.dll/article?Date=20060101&Category=APA&ArtNo=601010789&SectionCat=&Template=printart",Fire,New Mexico,
16555,Fire impact from Media submitted on 12/31/2005,12/31/2005,11/30/2005,12/31/2005,"Since Nov. 30, wildfires have burned more than 31,000 acres across the state. This includes a 26,000-acre grass fire near Floyd in eastern New Mexico.Impact Source:  MediaMore Information:  http://www.lcsun-news.com/apps/pbcs.dll/article?AID=/20051231/NEWS01/512310308/1001",Fire,New Mexico,
18141,Plants & Wildlife impact from Media submitted on 5/10/2006,05/10/2006,11/30/2005,11/30/2005,"Continued drought conditions and a related bark beetle epidemic have killed approximately 60,000 pinon-juniper trees across New Mexico. Pine beetles lay eggs underneath the bark of the trees. Although a heathly tree can usually withstand a beetle infestation; however, trees stressed by drought conditions are unable to produce enough sap to expell the insects.Impact Source:  MediaMore Information:  http://www1.abqtrib.com/albq/nw_science/article/0,2668,ALBQ_21236_4277522,00.html",Plants & Wildlife,New Mexico,
17385,Fire impact from Media submitted on 2/25/2006,02/25/2006,11/01/2005,02/22/2006,"Because of last year’s wet spring and dry conditions since November, the entire state is at significant risk from fires. Grass and other small vegetation grew last spring because of the wet conditions, but that vegetation has dried out now, creating what is known as “fine fuels”, which can be ignited easily. In addition, trees stressed by the dry conditions are more vulnerable to bark beetle infestations, which kill the trees and create more fuel for fires. As a result, the U.S. Forest Service is preparing for the fire season (which usually starts in late April) much earlier than normal. They are predicting that the season could start in early March. Forest Service crews are coming to work 2-4 weeks earlier than usual. The Forest Service reports that it is now staffed at 80-90% of its firefighting capability.Impact Source:  MediaMore Information:  http://www.abqtrib.com/albq/nw_local/article/0,2564,ALBQ_19858_4487245,00.html",Fire,New Mexico,
15177,Agriculture impact from Media submitted on 7/25/2005,07/25/2005,05/25/2005,05/25/2005,More than half of the forage supply on New Mexico's rangeland has been affected by the state's prolonged drought.Impact Source:  MediaMore Information:  http://dchieftain.com/news/51409-05-25-05.html,Agriculture,New Mexico,
15901,"Relief, Response & Restrictions impact from Media submitted on 11/4/2005",11/04/2005,10/17/2003,10/17/2003,"New Mexico U.S. Senator Jeff Bingaman has requested the U.S. Department of Agriculture to designate the entire state a disaster area due to drought. In his request, the Senator stated that continued drought conditions are negatively impacting the state's economy and agricultural industry.Impact Source:  MediaMore Information:  http://www.krqe.com/expanded3.asp?RECORD_KEY%5BLargeHeadline%5D=ID&ID%5BLargeHeadline%5D=1866","Relief, Response & Restrictions",New Mexico,
15846,"Relief, Response & Restrictions impact from Government submitted on 10/28/2005",10/28/2005,01/01/2003,12/04/2003,"The U.S. Department of Agriculture has designatd the entire state of New Mexico, except for Los Alamos County, as a primary disaster area due to losses caused by drought that occurred from Jan. 1, 2003, and continuing. The Department has designated Los Alamos as a contiguous drought disaster area.Impact Source:  GovernmentMore Information:  http://www.fsa.usda.gov/pas/emStory.asp?StoryID=1483","Relief, Response & Restrictions",New Mexico,
16024,Agriculture impact from Media submitted on 11/21/2005,11/21/2005,06/13/2002,06/13/2002,"Sustained drought conditions have caused Navajos officials in New Mexico to advise livestock owners to sell their sheep, cattle and horses to prevent starvation from lack of available feed.Impact Source:  MediaMore Information:  http://story.news.yahoo.com/news?tmpl=story&u=/ap/20020613/ap_on_re_us/new_mexico_drought_3",Agriculture,New Mexico,
16025,Fire impact from Media submitted on 11/21/2005,11/21/2005,06/13/2002,06/13/2002,"This year, drought-induced wildfires have burned 180,000 acres in New Mexico.Impact Source:  MediaMore Information:  http://story.news.yahoo.com/news?tmpl=story&u=/ap/20020613/ap_on_re_us/new_mexico_drought_3",Fire,New Mexico,
42818,Fires in Arizona and New Mexico caused closures and evacuations,11/27/2017,03/26/2002, ,"Firefighters in eastern Arizona battled a 50-acre grass fire which was caused by drought. A fire from February had burned more than 3,000 acres. Earlier in the year, the Tonto National Forest canceled most of its off-season prescribed burning. Moisture in trees were very low. New Mexico experienced problems with fires as well which a fire named the Kokopelli fire burned 800 acres and destroyed 28 homes. A fire also burned 16,400 acres in the mountains nearby the Mescarlero Apache Reservation. Wind gusts were at 60 mph which blew flames and made 1,300 people evacuate with damages costing $5.2 million.Arizona Republic (Phoenix) & AZCentral.com (AZ), March 26, 2002",Fire,"Apache County, AZ, Coconino County, AZ, Gila County, AZ, Maricopa County, AZ, Yavapai County, AZ, New Mexico",
16423,Plants & Wildlife impact from Media submitted on 12/21/2005,12/21/2005,09/30/2000,09/30/2000,"Trees in areas of New Mexico are showing the effects of drought.  Many leaves are changing colors directly from green to brown, and many leaves have already fallen off trees along the Sandia Crest and in the Big Tesque Basin near Santa Fe.  The trees are losing their leaves early to conserve water as a way of coping with the dry conditions.Impact Source:  MediaMore Information:  http://www.abqjournal.com:80/news/138687news09-30-00.htm",Plants & Wildlife,New Mexico,
16435,Society & Public Health impact from Media submitted on 12/22/2005,12/22/2005,06/30/2000,07/05/2000,"State Fire Marshal George Chavez reports that, due to sustained drought conditions and the accompanying fire risk, approximately 90 percent of New Mexico municipalities have enacted some form of firework use restriction for the upcoming Fourth of July holiday (From the Albuquerque Journal, June 2000).Impact Source:  Media",Society & Public Health,New Mexico,
16274,Fire impact from Media submitted on 12/14/2005,12/14/2005,05/01/2000,05/31/2000,Drought and high temperatures brought devastating forest fires to New Mexico during the month of May.Impact Source:  MediaMore Information:  http://www.abqjournal.com:80/news/212683news12-30-00.htm,Fire,New Mexico,
