Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places,
18240,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2001,12/31/2001,"In 2001, drought conditions caused $8,502,300 in direct production and inventory value losses to Wyoming's winter wheat production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 8.) Winter wheat production yields averaged 24 bushels per harvested acre, a decline of 9 bushels from 1999, and a 29 percent decline from 2000 production levels according to the Wyoming Department of Agriculture. The Department reports that the state's 2001 winter wheat harvested area was approximately 120,000 acres, a decline of 50,000 acres from 1999 and the smallest area since 1940. Impact Source:  GovernmentMonetary Loss:  $8,502,300",Agriculture,Wyoming,
18241,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2001,12/31/2001,"In 2001, drought conditions caused $1,393,160 in direct production and inventory value losses to Wyoming's spring wheat production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 8.)According to the Wyoming Department of Agriculture, in 2001 statewide spring wheat production was approximately 168,000 bushels-- a decline of 28 percent from 2000 production levels. The Department reports that from 2000 to 2001 the average spring wheat yield dropped one bushel per acre.Impact Source:  GovernmentMonetary Loss:  $1,393,160",Agriculture,Wyoming,
18242,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2001,12/31/2001,"In 2001, drought conditions caused $4,691,160 in direct production and inventory value losses to Wyoming's barley production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 8.)According to the Wyoming Department of Agriculture, in 2001 statewide barley production totaled approximately 7.14 millon bushels--a 9 percent decline from 2000. The Department reports that 85,000 acres of barley were harvested in 2001, a decline of 10,000 acres from 2000.Impact Source:  GovernmentMonetary Loss:  $4,691,160",Agriculture,Wyoming,
18243,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2001,12/31/2001,"In 2001, drought conditions caused $4,066,400 in direct production and inventory value losses to Wyoming's dry bean production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 8.)In 2001, sustained drought conditions caused a 26 percent decline in dry beans production in Wyoming, as compared to a five-year pre-drought production average. 514,000 cwt of dry beans were produced in the state. In contrast, an average of 691,000 cwt of dry beans were produced in each of the five pre-drought years of 1994-1998. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 5.)Impact Source:  GovernmentMonetary Loss:  $4,066,400",Agriculture,Wyoming,
18244,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2001,12/31/2001,"In 2001, drought conditions caused $501,600 in direct production and inventory value losses to Wyoming's oats production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 8.)Approximately 1.18 million bushels of oat were produced in Wyoming in 2001-- a 21 percent decline from 2000, according to the Wyoming Department of Agriculture. The Deparment also reports that in 2001 the averages oats yield was 42 bushels per acre, 13 bushels fewer than in 2000.Impact Source:  GovernmentMonetary Loss:  $501,600",Agriculture,Wyoming,
18245,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2001,12/31/2001,"In 2001, drought conditions caused $33,550,000 in direct production and inventory value losses to Wyoming's alfalfa hay production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 8.)Impact Source:  GovernmentMonetary Loss:  $33,550,000",Agriculture,Wyoming,
18246,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2001,12/31/2001,"In 2001, drought conditions caused $22,302,000 in direct production and inventory value losses to Wyoming's non-alfalfa hay production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 8.)Impact Source:  GovernmentMonetary Loss:  22,302,000",Agriculture,Wyoming,
18247,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2001,12/31/2001,"In 2001, drought conditions caused $51,480,000 in direct production and inventory value losses to Wyoming's cattle industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 8.)Impact Source:  GovernmentMonetary Loss:  51,480,000",Agriculture,Wyoming,
24718,Agriculture impact from Public submitted on 12/16/2008,12/16/2008,01/01/2001,01/01/2005,"Wyoming herds shrank by 13 percent during the drought, dropping from 1.55 million head in January 2001 to 1.35 million in January 2005, according to Dick Coulter, director of the Wyoming field office of the National Agricultural Statistics Service. Although the last two years have been relatively wet and pasture conditions are recovering from the drought, cattle numbers have held steady over the past two years, suggesting that ranchers statewide have been slow to restock.  Ranchers are currently faced with high cattle prices while hoping to restock.Impact Source:  PublicMore Information:  http://www.casperstartribune.net/articles/2005/08/08/news/wyoming/a4696e53d22cb22687257056005d301d.prt",Agriculture,Wyoming,
15561,Agriculture impact from Media submitted on 9/29/2005,09/29/2005,01/01/2000,01/04/2005,"Wyoming's continuing drought has cost the state's agriculture industry about $600 million, according to an official who works closely with both the Wyoming Governor's Drought Task Force and the state office of emergency management.Impact Source:  MediaMore Information:  http://www.disasternews.net/news/news.php?articleid=2530Monetary Loss:  $600 million",Agriculture,Wyoming,
18231,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2000,12/31/2000,"In 2000, drought conditions caused $17,791,350 in direct production and inventory value losses to Wyoming's agricultural industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 7.)Impact Source:  GovernmentMonetary Loss:  $17,791,350",Agriculture,Wyoming,
18232,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2000,12/31/2000,"In 2000, drought conditions caused $5,262,300 in direct production and inventory value losses to Wyoming's winter wheat production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 7.) The state's average winter wheat yield in 2000, at 24 bushels per acre, was a decline of 9 bushels per acre from 1999.Impact Source:  GovernmentMonetary Loss:  $5,262,300",Agriculture,Wyoming,
18233,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2000,12/31/2000,"In 2000, drought conditions caused $1,124,280 in direct production and inventory value losses to Wyoming's spring wheat production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 7.)The average spring wheat yield, at 29 bushels per acre, was a decline of 4 bushels per acre from 1999.Impact Source:  GovernmentMonetary Loss:  $1,124,280",Agriculture,Wyoming,
18234,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2000,12/31/2000,"In 2000, drought conditions caused $1,533,840 in direct production and inventory value losses to Wyoming's barley production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 7.)Impact Source:  GovernmentMonetary Loss:  $1,533,840",Agriculture,Wyoming,
18236,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2000,12/31/2000,"In 2000, drought conditions caused $252,650 in direct production and inventory value losses to Wyoming's oats production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 7.)The average oats yield in 2000 was 83 bushels per acre, a 2 bushel decline from 1999.Impact Source:  GovernmentMonetary Loss:  $252,650",Agriculture,Wyoming,
18237,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2000,12/31/2000,"In 2000, drought conditions caused $11,220,000 in direct production and inventory value losses to Wyoming's alfalfa production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 7.)Alfalfa hay production declined 20 percent from 1999, to 1.43 million tons.Impact Source:  GovernmentMonetary Loss:  $11,220,000",Agriculture,Wyoming,
18238,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2000,12/31/2000,"In 2000, drought conditions caused $13,392,000 in direct production and inventory value losses to Wyoming's non-alfalfa hay production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 7.)Production of other hay totaled 728,000 tons, a decline of 28 percent from 1999.Impact Source:  GovernmentMonetary Loss:  $13,392,000",Agriculture,Wyoming,
15929,Agriculture impact from Government submitted on 11/8/2005,11/08/2005,01/01/1999,12/31/2003,"The Wyoming drought that extended from 1999 to 2003 had greater impacts on the agricultural community than from 1952 to 1956.  As a result, the 1999 through 2003 drought period will be used of historic record to calculate future drought impacts in Wyoming.  The total dollar impact from the 1999 to 2003 drought in the state was $565.5 million loss.  The worst-case year was 2002 with a negative dollar impact of $308.2 million.  Impact Source:  GovernmentMore Information:  http://wyohomelandsecurity.state.wy.us/mitigation_plan.htmMonetary Loss:  $565,500,000",Agriculture,Wyoming,
18279,Plants & Wildlife impact from Government submitted on 5/23/2006,05/23/2006,01/01/1999,07/21/2004,"Over the last five years, approximately 100,000 deer and antelope have been lost annually in Wyoming because of sustained drought conditions. (""Wyoming Drought Management Task Force Agriculture and Natural Resources Subcommittee Report."" Wyoming Governor's Drought Management Task Force Meeting. July 21, 2004.)Impact Source:  Government",Plants & Wildlife,Wyoming,
2712,Drought precipitated decline in cattle numbers in Wyoming,08/12/2009,01/01/1998,12/31/2008,"Drought affected the cattle population in Wyoming and resulted in a decline from 1.66 million in 1998 to 1.3 million in 2008, according to 2009 Wyoming Agricultural Statistics report.",Agriculture,Wyoming,
